"","skim_type","skim_variable","datasetID","n_missing","complete_rate","character.min","character.max","character.empty","character.n_unique","character.whitespace","factor.ordered","factor.n_unique","factor.top_counts","numeric.mean","numeric.sd","numeric.p0","numeric.p25","numeric.p50","numeric.p75","numeric.p100","numeric.hist"
"18","factor","Order1","6",3,0.987394957983193,NA,NA,NA,NA,NA,FALSE,18,"Pas: 129, Ans: 20, Cha: 20, Pel: 12",NA,NA,NA,NA,NA,NA,NA,NA
"19","factor","Order1","13",3,0.983870967741935,NA,NA,NA,NA,NA,FALSE,15,"Pas: 86, Cha: 24, Ans: 13, Pel: 13",NA,NA,NA,NA,NA,NA,NA,NA
"20","factor","Order1","26",3,0.992857142857143,NA,NA,NA,NA,NA,FALSE,23,"Pas: 167, Cha: 70, Ans: 36, Acc: 28",NA,NA,NA,NA,NA,NA,NA,NA
"21","factor","Habitat","5",2,0.990196078431373,NA,NA,NA,NA,NA,FALSE,10,"For: 54, Wet: 51, Woo: 29, Gra: 22",NA,NA,NA,NA,NA,NA,NA,NA
"22","factor","Habitat","6",3,0.987394957983193,NA,NA,NA,NA,NA,FALSE,9,"For: 90, Wet: 52, Gra: 21, Shr: 21",NA,NA,NA,NA,NA,NA,NA,NA
"23","factor","Habitat","13",3,0.983870967741935,NA,NA,NA,NA,NA,FALSE,10,"For: 51, Wet: 43, Mar: 17, Woo: 16",NA,NA,NA,NA,NA,NA,NA,NA
"24","factor","Habitat","26",3,0.992857142857143,NA,NA,NA,NA,NA,FALSE,11,"Wet: 98, For: 75, Gra: 68, Woo: 41",NA,NA,NA,NA,NA,NA,NA,NA
"25","factor","Migration","5",2,0.990196078431373,NA,NA,NA,NA,NA,FALSE,3,"3: 98, 1: 57, 2: 47, NA: 0",NA,NA,NA,NA,NA,NA,NA,NA
"26","factor","Migration","6",3,0.987394957983193,NA,NA,NA,NA,NA,FALSE,3,"3: 144, 2: 48, 1: 43, NA: 0",NA,NA,NA,NA,NA,NA,NA,NA
"27","factor","Migration","13",3,0.983870967741935,NA,NA,NA,NA,NA,FALSE,3,"3: 86, 1: 54, 2: 43, NA: 0",NA,NA,NA,NA,NA,NA,NA,NA
"28","factor","Migration","26",3,0.992857142857143,NA,NA,NA,NA,NA,FALSE,3,"3: 231, 2: 104, 1: 82, NA: 0",NA,NA,NA,NA,NA,NA,NA,NA
"29","factor","Trophic.Level","5",2,0.990196078431373,NA,NA,NA,NA,NA,FALSE,3,"Car: 120, Omn: 44, Her: 38, NA: 0",NA,NA,NA,NA,NA,NA,NA,NA
"30","factor","Trophic.Level","6",3,0.987394957983193,NA,NA,NA,NA,NA,FALSE,4,"Car: 150, Omn: 50, Her: 34, Sca: 1",NA,NA,NA,NA,NA,NA,NA,NA
"31","factor","Trophic.Level","13",3,0.983870967741935,NA,NA,NA,NA,NA,FALSE,3,"Car: 119, Her: 35, Omn: 29, NA: 0",NA,NA,NA,NA,NA,NA,NA,NA
"32","factor","Trophic.Level","26",3,0.992857142857143,NA,NA,NA,NA,NA,FALSE,4,"Car: 270, Omn: 76, Her: 68, Sca: 3",NA,NA,NA,NA,NA,NA,NA,NA
"33","factor","Trophic.Niche","5",2,0.990196078431373,NA,NA,NA,NA,NA,FALSE,7,"Inv: 76, Omn: 41, Aqu: 34, Ver: 19",NA,NA,NA,NA,NA,NA,NA,NA
"34","factor","Trophic.Niche","6",3,0.987394957983193,NA,NA,NA,NA,NA,FALSE,10,"Inv: 104, Omn: 46, Aqu: 41, Ver: 15",NA,NA,NA,NA,NA,NA,NA,NA
"35","factor","Trophic.Niche","13",3,0.983870967741935,NA,NA,NA,NA,NA,FALSE,7,"Inv: 68, Aqu: 54, Omn: 35, Gra: 11",NA,NA,NA,NA,NA,NA,NA,NA
"36","factor","Trophic.Niche","26",3,0.992857142857143,NA,NA,NA,NA,NA,FALSE,8,"Inv: 132, Aqu: 115, Omn: 72, Ver: 37",NA,NA,NA,NA,NA,NA,NA,NA
"37","factor","Primary.Lifestyle","5",2,0.990196078431373,NA,NA,NA,NA,NA,FALSE,5,"Ins: 75, Ter: 66, Gen: 26, Aqu: 18",NA,NA,NA,NA,NA,NA,NA,NA
"38","factor","Primary.Lifestyle","6",3,0.987394957983193,NA,NA,NA,NA,NA,FALSE,5,"Ins: 99, Ter: 57, Gen: 31, Aer: 27",NA,NA,NA,NA,NA,NA,NA,NA
"39","factor","Primary.Lifestyle","13",3,0.983870967741935,NA,NA,NA,NA,NA,FALSE,5,"Ter: 68, Ins: 54, Aqu: 24, Aer: 20",NA,NA,NA,NA,NA,NA,NA,NA
"40","factor","Primary.Lifestyle","26",3,0.992857142857143,NA,NA,NA,NA,NA,FALSE,5,"Ter: 136, Ins: 119, Gen: 60, Aer: 54",NA,NA,NA,NA,NA,NA,NA,NA
"41","factor","Habitat.Density","5",2,0.990196078431373,NA,NA,NA,NA,NA,FALSE,3,"3: 105, 1: 59, 2: 38",NA,NA,NA,NA,NA,NA,NA,NA
"42","factor","Habitat.Density","6",3,0.987394957983193,NA,NA,NA,NA,NA,FALSE,3,"3: 96, 1: 83, 2: 56",NA,NA,NA,NA,NA,NA,NA,NA
"43","factor","Habitat.Density","13",3,0.983870967741935,NA,NA,NA,NA,NA,FALSE,3,"3: 93, 1: 45, 2: 45",NA,NA,NA,NA,NA,NA,NA,NA
"44","factor","Habitat.Density","26",3,0.992857142857143,NA,NA,NA,NA,NA,FALSE,3,"3: 262, 1: 78, 2: 77",NA,NA,NA,NA,NA,NA,NA,NA
"45","factor","IUCN","5",0,1,NA,NA,NA,NA,NA,FALSE,5,"LC: 193, NT: 5, DD: 3, VU: 2",NA,NA,NA,NA,NA,NA,NA,NA
"46","factor","IUCN","6",0,1,NA,NA,NA,NA,NA,FALSE,5,"LC: 218, NT: 9, DD: 7, VU: 3",NA,NA,NA,NA,NA,NA,NA,NA
"47","factor","IUCN","13",0,1,NA,NA,NA,NA,NA,FALSE,5,"LC: 161, DD: 13, NT: 6, VU: 5",NA,NA,NA,NA,NA,NA,NA,NA
"48","factor","IUCN","26",0,1,NA,NA,NA,NA,NA,FALSE,6,"LC: 365, VU: 21, NT: 19, DD: 9",NA,NA,NA,NA,NA,NA,NA,NA
"49","numeric","Total_area_samp","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,78308.806,0,78308.806,78308.806,78308.806,78308.806,78308.806,"¨x¨x¨~¨x¨x"
"50","numeric","Total_area_samp","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,126878.538,0,126878.538,126878.538,126878.538,126878.538,126878.538,"¨x¨x¨~¨x¨x"
"51","numeric","Total_area_samp","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,367713.858,0,367713.858,367713.858,367713.858,367713.858,367713.858,"¨x¨x¨~¨x¨x"
"52","numeric","Total_area_samp","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,5909157.766,0,5909157.766,5909157.766,5909157.766,5909157.766,5909157.766,"¨x¨x¨~¨x¨x"
"53","numeric","Total_Ncells","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,671,0,671,671,671,671,671,"¨x¨x¨~¨x¨x"
"54","numeric","Total_Ncells","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,5335,0,5335,5335,5335,5335,5335,"¨x¨x¨~¨x¨x"
"55","numeric","Total_Ncells","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1305,0,1305,1305,1305,1305,1305,"¨x¨x¨~¨x¨x"
"56","numeric","Total_Ncells","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,5080,0,5080,5080,5080,5080,5080,"¨x¨x¨~¨x¨x"
"57","numeric","Total_Ncells_samp","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,628,0,628,628,628,628,628,"¨x¨x¨~¨x¨x"
"58","numeric","Total_Ncells_samp","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,5319,0,5319,5319,5319,5319,5319,"¨x¨x¨~¨x¨x"
"59","numeric","Total_Ncells_samp","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1184,0,1184,1184,1184,1184,1184,"¨x¨x¨~¨x¨x"
"60","numeric","Total_Ncells_samp","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,2821,0,2821,2821,2821,2821,2821,"¨x¨x¨~¨x¨x"
"61","numeric","AOO","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,40869.4583235294,29386.8997536619,136.033,8511.32775,44615.897,71517.11125,78308.806,"¨~¨y¨y¨z¨~"
"62","numeric","AOO","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,36626.7681008403,41538.1846491516,4.977,1122.91375,15807.0585,67780.40725,124025.307,"¨~¨y¨x¨x¨y"
"63","numeric","AOO","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,67778.8047473118,89658.8079174766,0.693,3108.5715,28711.366,94355.09375,345243.912,"¨~¨y¨x¨x¨x"
"64","numeric","AOO","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1722600.93230714,1726461.7168394,784.133,268588.2025,1011167.8935,3185334.9165,5626163.314,"¨~¨y¨y¨y¨y"
"65","numeric","occ_Ncells","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,324.107843137255,234.074107538522,1,68.75,347,564,628,"¨~¨z¨y¨z¨~"
"66","numeric","occ_Ncells","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1518.05882352941,1719.39033348686,1,72,645.5,2846.75,5193,"¨~¨y¨x¨y¨y"
"67","numeric","occ_Ncells","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,204.397849462366,267.33987436928,1,12,81.5,287.75,1064,"¨~¨y¨x¨x¨x"
"68","numeric","occ_Ncells","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,773.95,766.194171365125,2,133.5,480,1413.25,2583,"¨~¨y¨y¨y¨y"
"69","numeric","rel_occ_Ncells","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.516058823529412,0.372751593178793,0.002,0.1095,0.5525,0.898,1,"¨~¨z¨y¨z¨~"
"70","numeric","rel_occ_Ncells","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.285403361344538,0.32326100333256,0,0.014,0.1215,0.5355,0.976,"¨~¨y¨x¨y¨y"
"71","numeric","rel_occ_Ncells","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.172634408602151,0.22579700450201,0.001,0.01,0.0685,0.24325,0.899,"¨~¨y¨x¨x¨x"
"72","numeric","rel_occ_Ncells","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.274335714285714,0.271605584388188,0.001,0.04775,0.1705,0.5005,0.916,"¨~¨y¨y¨y¨y"
"73","numeric","rel_AOO","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.521901960784314,0.375262522488342,0.002,0.109,0.5695,0.913,1,"¨~¨y¨y¨z¨~"
"74","numeric","rel_AOO","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.288663865546218,0.327408756956545,0,0.009,0.1245,0.534,0.978,"¨~¨y¨x¨x¨y"
"75","numeric","rel_AOO","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.184317204301075,0.243832001147292,0,0.00825,0.078,0.25625,0.939,"¨~¨y¨x¨x¨x"
"76","numeric","rel_AOO","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.291519047619048,0.2921653292035,0,0.04575,0.171,0.53875,0.952,"¨~¨y¨y¨y¨y"
"77","numeric","Jaccard_dissim","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.420764705882353,0.311607991590501,0,0.1225,0.394,0.6685,1,"¨~¨|¨z¨|¨z"
"78","numeric","Jaccard_dissim","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.609894957983193,0.285518082470286,0,0.41175,0.674,0.843,1,"¨z¨z¨z¨~¨~"
"79","numeric","Jaccard_dissim","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.675924731182796,0.231907075358383,0,0.5275,0.701,0.856,1,"¨x¨y¨|¨~¨~"
"80","numeric","Jaccard_dissim","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.386135714285714,0.221764508095415,0,0.20775,0.3435,0.5345,1,"¨}¨~¨}¨z¨x"
"81","numeric","a","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,284.544117647059,237.262742295295,0,34.75,253.5,534.5,628,"¨~¨y¨y¨y¨}"
"82","numeric","a","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1194.36134453782,1584.45896597885,0,25.5,268,2024.75,5138,"¨~¨y¨x¨x¨x"
"83","numeric","a","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,146.295698924731,235.703372180112,0,4,36.5,169.75,1047,"¨~¨x¨x¨x¨x"
"84","numeric","a","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,693.671428571429,736.057047858392,0,90.75,380,1255.75,2551,"¨~¨y¨y¨y¨x"
"85","numeric","b","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,54.9558823529412,50.8449106656402,0,12,42,85.25,297,"¨~¨z¨y¨x¨x"
"86","numeric","b","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,410.768907563025,470.509393987909,0,50.5,230.5,671.5,2999,"¨~¨y¨x¨x¨x"
"87","numeric","b","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,83.0806451612903,79.2045518185079,0,16.25,63.5,135.25,534,"¨~¨z¨x¨x¨x"
"88","numeric","b","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,157.088095238095,145.418478835452,0,36,123,237.25,857,"¨~¨z¨y¨x¨x"
"89","numeric","c","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,39.5637254901961,41.0362192278407,0,7,26,58.25,299,"¨~¨y¨x¨x¨x"
"90","numeric","c","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,323.697478991597,324.374192801528,0,36.75,218,529.5,1502,"¨~¨z¨y¨x¨x"
"91","numeric","c","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,58.1021505376344,56.9304487541613,0,5.5,42.5,102.75,282,"¨~¨z¨y¨x¨x"
"92","numeric","c","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,80.2785714285714,70.3066655779139,0,29,60,110.5,415,"¨~¨z¨x¨x¨x"
"93","numeric","d","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,248.936274509804,235.477213518729,0,12,182.5,515.5,626,"¨~¨y¨y¨x¨|"
"94","numeric","d","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,3390.17226890756,1914.21718798365,33,1471,4105.5,5195.75,5318,"¨z¨y¨y¨y¨~"
"95","numeric","d","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,896.521505376344,319.761637693492,32,758.75,1018,1149.75,1183,"¨x¨x¨x¨y¨~"
"96","numeric","d","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1889.9619047619,838.294207031698,127,1166.25,2154.5,2629,2819,"¨y¨y¨y¨z¨~"
"97","numeric","D_AOO_a","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.44039705882353,0.561712708322336,0,1.03575,1.6305,1.9025,2,"¨x¨y¨y¨z¨~"
"98","numeric","D_AOO_a","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.31236554621849,0.544942877033794,0,0.90375,1.4145,1.8115,1.981,"¨y¨y¨z¨z¨~"
"99","numeric","D_AOO_a","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.0422688172043,0.563506083130502,0,0.563,1.076,1.5095,1.961,"¨}¨}¨~¨~¨~"
"100","numeric","D_AOO_a","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.3521380952381,0.370797399120401,0.108,1.1245,1.426,1.68325,1.893,"¨x¨y¨z¨~¨~"
"101","numeric","log_R2_1","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.13525,0.431421183630022,-1.174,-0.008,0.022,0.2135,2.366,"¨x¨~¨y¨x¨x"
"102","numeric","log_R2_1","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0555294117647059,0.668745564421168,-1.791,-0.15275,0.012,0.24,3.754,"¨x¨~¨x¨x¨x"
"103","numeric","log_R2_1","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.396231182795699,1.09195372404457,-1.865,-0.03975,0.157,0.59925,7.961,"¨}¨~¨x¨x¨x"
"104","numeric","log_R2_1","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.138278571428571,0.482109679653021,-3.166,-0.021,0.0585,0.2075,3.112,"¨x¨x¨~¨x¨x"
"105","numeric","ratio_R2_1","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.29359803921569,0.967474252248921,0.309,0.992,1.0225,1.23825,10.659,"¨~¨x¨x¨x¨x"
"106","numeric","ratio_R2_1","6",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.49052100840336,3.0260131221078,0.167,0.859,1.012,1.27175,42.68,"¨~¨x¨x¨x¨x"
"107","numeric","ratio_R2_1","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,20.0047419354839,211.276090745448,0.155,0.96125,1.17,1.821,2866.991,"¨~¨x¨x¨x¨x"
"108","numeric","ratio_R2_1","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.33460476190476,1.34894354525412,0.042,0.979,1.06,1.23,22.463,"¨~¨x¨x¨x¨x"
"109","numeric","Beak.Width","5",2,0.990196078431373,NA,NA,NA,NA,NA,NA,NA,NA,7.48960396039604,5.38684973719599,2,3.5,5.5,9.6,31,"¨~¨z¨x¨x¨x"
"110","numeric","Beak.Width","6",3,0.987394957983193,NA,NA,NA,NA,NA,NA,NA,NA,7.18723404255319,4.918299034596,1.8,3.75,5.4,8.95,31,"¨~¨y¨x¨x¨x"
"111","numeric","Beak.Width","13",3,0.983870967741935,NA,NA,NA,NA,NA,NA,NA,NA,6.77377049180328,4.42467736351617,2,3.5,5,8.95,20.9,"¨~¨z¨y¨x¨x"
"112","numeric","Beak.Width","26",3,0.992857142857143,NA,NA,NA,NA,NA,NA,NA,NA,7.9968824940048,6.39620266463036,2,3.7,5.6,10.1,54.4,"¨~¨y¨x¨x¨x"
"113","numeric","Hand-Wing.Index","5",2,0.990196078431373,NA,NA,NA,NA,NA,NA,NA,NA,35.5346534653465,11.3309854370149,15.7,27.025,33.1,43.8,71.6,"¨|¨~¨|¨z¨x"
"114","numeric","Hand-Wing.Index","6",3,0.987394957983193,NA,NA,NA,NA,NA,NA,NA,NA,33.6395744680851,13.1186892777121,11.4,24.6,29.8,41.3,70.3,"¨z¨~¨z¨y¨x"
"115","numeric","Hand-Wing.Index","13",3,0.983870967741935,NA,NA,NA,NA,NA,NA,NA,NA,35.1989071038251,13.4968209080209,13.5,24.4,32.1,45.15,72.2,"¨}¨~¨z¨z¨x"
"116","numeric","Hand-Wing.Index","26",3,0.992857142857143,NA,NA,NA,NA,NA,NA,NA,NA,39.1868105515588,13.4476833022345,13.5,28.1,37.9,50.5,72.5,"¨|¨~¨}¨}¨x"
"117","numeric","Mass","5",2,0.990196078431373,NA,NA,NA,NA,NA,NA,NA,NA,433.703118811881,1042.88649591405,5.54,19.5475,83.05,404.805,10682.04,"¨~¨x¨x¨x¨x"
"118","numeric","Mass","6",3,0.987394957983193,NA,NA,NA,NA,NA,NA,NA,NA,370.344893617021,1003.07947135602,3.09,14.995,50.09,340.76,10682.04,"¨~¨x¨x¨x¨x"
"119","numeric","Mass","13",3,0.983870967741935,NA,NA,NA,NA,NA,NA,NA,NA,332.92781420765,783.180932391889,5.54,19.7,65.4,348.045,8785.99,"¨~¨x¨x¨x¨x"
"120","numeric","Mass","26",3,0.992857142857143,NA,NA,NA,NA,NA,NA,NA,NA,609.92242206235,1370.52107703345,5.54,23.19,110,608.55,10682.04,"¨~¨x¨x¨x¨x"
"121","numeric","pd","5",2,0.990196078431373,NA,NA,NA,NA,NA,NA,NA,NA,7.7543792644652,5.37811751301563,1.20497431280376,4.38896514546962,5.89775954348181,9.0909544578457,29.5946067418329,"¨~¨z¨x¨x¨x"
"122","numeric","pd","6",3,0.987394957983193,NA,NA,NA,NA,NA,NA,NA,NA,7.5418229686377,6.21239769383582,1.47012301285442,3.86895463474569,5.67596685461704,8.94429221197546,51.1403885956937,"¨~¨x¨x¨x¨x"
"123","numeric","pd","13",3,0.983870967741935,NA,NA,NA,NA,NA,NA,NA,NA,8.16585296169984,6.07358277842347,1.10688455844709,4.23540540162662,6.63783740980319,10.1176011509083,51.1403885956937,"¨~¨y¨x¨x¨x"
"124","numeric","pd","26",3,0.992857142857143,NA,NA,NA,NA,NA,NA,NA,NA,8.89321378644055,6.86405528192331,1.20497431280376,4.52351143291454,6.69812226642457,10.8493826031754,56.9593516947527,"¨~¨y¨x¨x¨x"
"125","numeric","PC1_sd","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.11020761962765,0.336533974640041,0.424867887625647,0.898739180957478,1.08513118213876,1.25157458244129,2.20782934459483,"¨y¨~¨}¨x¨x"
"126","numeric","PC1_sd","6",2,0.991596638655462,NA,NA,NA,NA,NA,NA,NA,NA,1.14204683875628,0.337536590537353,0.332467156740939,0.879918451901691,1.10750887477442,1.31173454282137,2.20782934459483,"¨y¨~¨~¨y¨x"
"127","numeric","PC1_sd","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.34435103810339,0.428879221324605,0.116067223303672,1.09208427298249,1.28389080397545,1.58236499927277,2.73061211037066,"¨x¨|¨~¨z¨x"
"128","numeric","PC1_sd","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.03204122033491,0.362741613596368,0.196613782097583,0.811530467453036,1.02477019040665,1.22965827287109,2.20782934459483,"¨y¨}¨~¨y¨x"
"129","numeric","PC2_sd","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.08534481361148,0.236783938662879,0.362754319105215,0.948977973572386,1.09768333803443,1.22900993477713,1.7771070744486,"¨x¨z¨~¨z¨x"
"130","numeric","PC2_sd","6",2,0.991596638655462,NA,NA,NA,NA,NA,NA,NA,NA,0.986184552824483,0.213309212502364,0.541840904081766,0.839407629252762,0.997141262930282,1.10591183032908,1.60231310352372,"¨y¨}¨~¨y¨x"
"131","numeric","PC2_sd","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.15103442400007,0.293326950961793,0.0248489840025737,1.04826205839191,1.18997827308877,1.34631127209983,1.63310253985712,"¨x¨x¨y¨~¨|"
"132","numeric","PC2_sd","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.0271003953172,0.26209861214491,0.252276356850545,0.859936933778987,1.04151336165624,1.18407792278085,1.81131252975931,"¨x¨z¨~¨z¨x"
"133","numeric","GlobRangeSize_km2","5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,17842587587.8469,11589471860.1468,250505580.400642,9805943140.64303,15533763738.6883,23280549186.1004,63574544761.3114,"¨~¨~¨y¨x¨x"
"134","numeric","GlobRangeSize_km2","6",2,0.991596638655462,NA,NA,NA,NA,NA,NA,NA,NA,10545787719.5015,11995088528.3088,38728840.5307913,3621628660.51703,6356037974.83646,11959800011.3612,75222636538.8295,"¨~¨x¨x¨x¨x"
"135","numeric","GlobRangeSize_km2","13",0,1,NA,NA,NA,NA,NA,NA,NA,NA,14359490696.9634,16543213656.8871,587602.230963364,1966001296.76522,9621437799.12745,19543347870.4041,110453714248.828,"¨~¨y¨x¨x¨x"
"136","numeric","GlobRangeSize_km2","26",0,1,NA,NA,NA,NA,NA,NA,NA,NA,14109012744.7133,14451353797.3287,0,5215102251.54496,10461488814.0796,18334574629.6242,118014530882.603,"¨~¨x¨x¨x¨x"
"137","numeric","mean_prob_cooccur","5",1,0.995098039215686,NA,NA,NA,NA,NA,NA,NA,NA,0.282337271748285,0.20392630123867,0.002,0.0654475806451613,0.302270967741935,0.486892767558528,0.631,"¨~¨z¨|¨z¨|"
"138","numeric","mean_prob_cooccur","6",7,0.970588235294118,NA,NA,NA,NA,NA,NA,NA,NA,0.0975264903122664,0.106980387420493,0,0.00642438271604938,0.0478695652173913,0.178949074074074,0.363,"¨~¨y¨y¨y¨x"
"139","numeric","mean_prob_cooccur","13",6,0.967741935483871,NA,NA,NA,NA,NA,NA,NA,NA,0.0331123486573383,0.0375908226495168,0.001,0.00395901639344262,0.0188441446613088,0.0475298387096774,0.168298013245033,"¨~¨y¨x¨x¨x"
"140","numeric","mean_prob_cooccur","26",1,0.997619047619048,NA,NA,NA,NA,NA,NA,NA,NA,0.0780986166397063,0.0768675217647775,0.00041304347826087,0.0136701687175915,0.0500924369747899,0.1392656012408,0.309857142857143,"¨~¨y¨y¨y¨x"
"141","numeric","presence_n","5",1,0.995098039215686,NA,NA,NA,NA,NA,NA,NA,NA,322.832512315271,233.941203426179,1,68.5,333,563.5,628,"¨~¨z¨y¨z¨~"
"142","numeric","presence_n","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,1504.41630901288,1711.88394987403,1,72,600,2774,5193,"¨~¨y¨x¨y¨y"
"143","numeric","presence_n","13",2,0.989247311827957,NA,NA,NA,NA,NA,NA,NA,NA,206.527173913043,268.006564067424,1,12,85,291.5,1064,"¨~¨y¨x¨x¨x"
"144","numeric","presence_n","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,770.215496368039,765.62962829324,2,134,479,1393,2583,"¨~¨z¨y¨y¨y"
"145","numeric","morans_I","5",5,0.975490196078431,NA,NA,NA,NA,NA,NA,NA,NA,0.170682583076931,0.127992365780023,-0.0147961935583295,0.0791771425675772,0.159315443011095,0.256007129054902,0.518228291316527,"¨~¨~¨}¨z¨x"
"146","numeric","morans_I","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,0.276070596606893,0.159063768775627,-0.0010446075663467,0.15467504915956,0.269731352765581,0.383782606793015,0.640473255719815,"¨|¨~¨~¨|¨y"
"147","numeric","morans_I","13",8,0.956989247311828,NA,NA,NA,NA,NA,NA,NA,NA,0.236641981318302,0.164502432691029,-0.00987378163146081,0.127946831121859,0.223132413782303,0.321538288527105,0.899141078101002,"¨}¨~¨y¨x¨x"
"148","numeric","morans_I","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.600667684681354,0.173485626993548,-0.00102048603502391,0.521065708234083,0.62960297980614,0.727788648898842,0.911918810519085,"¨x¨y¨z¨~¨|"
"149","numeric","morans_I_p","5",5,0.975490196078431,NA,NA,NA,NA,NA,NA,NA,NA,0.0912966951358538,0.213015255139047,4.24808339755955e-137,3.5917759180799e-35,3.63921791295438e-15,5.18485883081507e-05,0.74583514180359,"¨~¨x¨x¨x¨x"
"150","numeric","morans_I_p","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,0.0334532626958507,0.135702029876567,0,0,0,2.506198022056e-112,0.994054621548617,"¨~¨x¨x¨x¨x"
"151","numeric","morans_I_p","13",8,0.956989247311828,NA,NA,NA,NA,NA,NA,NA,NA,0.0577393213119815,0.170711153954464,0,3.87997121742391e-83,5.73013163167344e-42,3.67348270582282e-15,0.713118659513505,"¨~¨x¨x¨x¨x"
"152","numeric","morans_I_p","26",7,0.983333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.00128679119763863,0.0261506872787364,0,0,0,0,0.531444764624754,"¨~¨x¨x¨x¨x"
"153","numeric","joincount_statistic","5",5,0.975490196078431,NA,NA,NA,NA,NA,NA,NA,NA,980.618090452261,876.446714471249,0,78,800,1909,2329,"¨~¨y¨y¨x¨|"
"154","numeric","joincount_statistic","6",5,0.978991596638655,NA,NA,NA,NA,NA,NA,NA,NA,4490.18884120172,6094.2430315814,0,64,761,7325,19652,"¨~¨x¨x¨x¨x"
